f,S11,S12 mag,S12 Fase,S22,R mag,Alfa,H12 mag,H12 fase,Coherencia
16817,0.02,0.01,-0.28,0.04,1.06,-0.12,0.75,-0.28,0.26
16822,0.02,0.01,-0.4,0.04,1.07,-0.14,0.43,-0.4,0.1
16828,0.02,0.01,-0.31,0.04,1.06,-0.12,0.59,-0.31,0.18
16833,0.02,0.01,-0.11,0.03,1.02,-0.05,0.61,-0.11,0.27
16838,0.02,0.01,0.11,0.04,0.98,0.04,0.59,0.11,0.17
16844,0.02,0.01,-0.16,0.05,1.03,-0.07,0.66,-0.16,0.18
16849,0.02,0.01,0.23,0.03,0.96,0.08,0.45,0.23,0.15
16855,0.02,0.01,0.08,0.04,0.98,0.03,0.5,0.08,0.16
16860,0.02,0.01,-0.13,0.03,1.03,-0.06,0.74,-0.13,0.33
16865,0.02,0.01,-0.03,0.04,1.01,-0.01,0.76,-0.03,0.3
16871,0.02,0.01,-0.04,0.04,1.01,-0.02,0.76,-0.04,0.24
16876,0.02,0.02,0.36,0.05,0.92,0.15,0.78,0.36,0.25
16882,0.02,0.01,0.11,0.05,0.97,0.05,0.66,0.11,0.17
16887,0.02,0.02,0.33,0.04,0.92,0.15,0.75,0.33,0.27
16892,0.02,0.02,-0.04,0.05,1.01,-0.02,0.87,-0.04,0.28
16898,0.02,0.02,0.15,0.04,0.96,0.07,0.81,0.15,0.27
16903,0.02,0.01,0.08,0.04,0.98,0.04,0.57,0.08,0.19
16908,0.02,0.02,0.09,0.04,0.98,0.05,0.8,0.09,0.31
16914,0.02,0.02,0.11,0.04,0.97,0.05,0.83,0.11,0.28
16919,0.02,0.02,0.41,0.04,0.9,0.19,0.74,0.41,0.3
16925,0.02,0.02,0.2,0.04,0.95,0.1,0.8,0.2,0.31
16930,0.02,0.01,0.07,0.04,0.98,0.04,0.64,0.07,0.2
16935,0.02,0.01,0.1,0.03,0.97,0.05,0.73,0.1,0.32
16941,0.02,0.01,0.08,0.03,0.98,0.04,0.69,0.08,0.28
16946,0.02,0.01,0.14,0.04,0.96,0.07,0.64,0.14,0.21
16952,0.02,0.01,0.15,0.04,0.96,0.08,0.62,0.15,0.2
16957,0.02,0.01,0.22,0.04,0.94,0.12,0.6,0.22,0.21
16962,0.02,0.02,0.21,0.04,0.94,0.12,0.88,0.21,0.4
16968,0.02,0.02,0.08,0.04,0.98,0.05,0.77,0.08,0.33
16973,0.02,0.02,0.05,0.04,0.99,0.03,1.02,0.05,0.44
16978,0.02,0.02,0.13,0.03,0.96,0.07,0.79,0.13,0.36
16984,0.02,0.02,0.12,0.03,0.96,0.07,0.77,0.12,0.39
16989,0.02,0.02,0.15,0.03,0.95,0.09,0.88,0.15,0.43
16995,0.02,0.02,0.18,0.04,0.94,0.11,1.01,0.18,0.52
17000,0.02,0.02,0.19,0.03,0.94,0.12,0.81,0.19,0.53
17005,0.02,0.02,0.22,0.03,0.93,0.13,1.02,0.22,0.57
17011,0.02,0.02,-0.01,0.03,1.0,-0.01,0.97,-0.01,0.51
17016,0.02,0.02,0.05,0.03,0.98,0.03,0.85,0.05,0.47
17021,0.02,0.02,0.14,0.03,0.95,0.09,0.93,0.14,0.5
17027,0.02,0.02,0.26,0.03,0.91,0.17,0.84,0.26,0.48
17032,0.02,0.02,0.02,0.03,0.99,0.01,0.85,0.02,0.45
17038,0.02,0.02,0.15,0.03,0.95,0.1,0.81,0.15,0.45
17043,0.02,0.02,0.1,0.03,0.96,0.07,0.95,0.1,0.58
17048,0.02,0.02,0.11,0.03,0.96,0.07,0.79,0.11,0.51
17054,0.02,0.02,0.07,0.03,0.98,0.05,0.84,0.07,0.54
17059,0.02,0.02,0.05,0.03,0.98,0.04,0.88,0.05,0.51
17065,0.02,0.02,0.13,0.03,0.95,0.09,0.92,0.13,0.56
17070,0.02,0.02,0.09,0.03,0.97,0.06,0.95,0.09,0.55
17075,0.02,0.02,0.06,0.03,0.98,0.05,0.88,0.06,0.55
17081,0.02,0.02,0.11,0.03,0.96,0.08,0.85,0.11,0.61
17086,0.02,0.02,0.08,0.03,0.97,0.06,0.89,0.08,0.53
17091,0.02,0.02,0.15,0.03,0.94,0.11,0.97,0.15,0.64
17097,0.02,0.02,0.09,0.03,0.97,0.07,0.89,0.09,0.6
17102,0.02,0.02,0.09,0.03,0.97,0.07,0.87,0.09,0.61
17108,0.02,0.02,0.03,0.03,0.99,0.02,0.9,0.03,0.57
17113,0.02,0.02,0.08,0.03,0.97,0.06,0.92,0.08,0.62
17118,0.02,0.02,0.07,0.03,0.97,0.06,0.87,0.07,0.55
17124,0.02,0.02,0.11,0.03,0.96,0.09,0.86,0.11,0.6
17129,0.02,0.02,0.13,0.03,0.95,0.1,0.88,0.13,0.6
17135,0.02,0.02,-0.02,0.03,1.01,-0.02,0.8,-0.02,0.5
17140,0.02,0.02,0.13,0.03,0.95,0.1,0.9,0.13,0.61
17145,0.02,0.02,0.06,0.03,0.97,0.05,0.92,0.06,0.62
17151,0.02,0.02,0.12,0.03,0.95,0.1,0.99,0.12,0.65
17156,0.02,0.02,0.06,0.03,0.98,0.05,0.94,0.06,0.68
17161,0.02,0.02,0.05,0.03,0.98,0.04,0.84,0.05,0.59
17167,0.02,0.02,-0.01,0.03,1.0,-0.01,0.9,-0.01,0.58
17172,0.02,0.02,0.06,0.03,0.97,0.06,0.95,0.06,0.6
17178,0.02,0.02,-0.08,0.03,1.04,-0.08,0.93,-0.08,0.6
17183,0.02,0.02,0.05,0.03,0.98,0.04,0.92,0.05,0.61
17188,0.02,0.02,0.07,0.03,0.97,0.06,0.95,0.07,0.61
17194,0.02,0.02,0.01,0.03,1.0,0.01,1.0,0.01,0.65
17199,0.02,0.02,0.01,0.03,0.99,0.01,0.95,0.01,0.62
17205,0.02,0.02,0.0,0.03,1.0,0.0,0.92,0.0,0.63
17210,0.02,0.02,-0.04,0.02,1.02,-0.04,0.87,-0.04,0.59
17215,0.02,0.02,0.06,0.03,0.97,0.06,0.91,0.06,0.57
17221,0.02,0.02,0.03,0.02,0.99,0.03,0.86,0.03,0.62
17226,0.02,0.02,0.02,0.03,0.99,0.02,0.9,0.02,0.61
17231,0.02,0.02,-0.01,0.02,1.01,-0.01,0.9,-0.01,0.65
17237,0.02,0.02,-0.06,0.03,1.03,-0.06,0.91,-0.06,0.59
17242,0.02,0.02,0.05,0.02,0.97,0.05,0.93,0.05,0.68
17248,0.02,0.02,0.02,0.03,0.99,0.02,0.98,0.02,0.58
17253,0.02,0.02,0.07,0.03,0.96,0.07,0.98,0.07,0.66
17258,0.02,0.02,0.02,0.03,0.99,0.03,0.92,0.02,0.64
17264,0.02,0.02,0.0,0.03,1.0,0.0,0.95,0.0,0.65
17269,0.02,0.02,0.02,0.03,0.99,0.02,0.93,0.02,0.59
17275,0.02,0.02,-0.01,0.02,1.01,-0.01,0.91,-0.01,0.62
17280,0.02,0.02,0.15,0.03,0.92,0.15,0.91,0.15,0.62
17285,0.02,0.02,0.02,0.03,0.99,0.02,0.88,0.02,0.6
17291,0.02,0.02,0.03,0.02,0.98,0.03,0.89,0.03,0.65
17296,0.02,0.02,0.05,0.03,0.97,0.06,0.94,0.05,0.66
17301,0.02,0.02,0.03,0.03,0.98,0.04,0.91,0.03,0.63
17307,0.02,0.02,0.08,0.03,0.95,0.09,0.95,0.08,0.63
17312,0.02,0.02,-0.05,0.02,1.03,-0.06,0.85,-0.05,0.59
17318,0.02,0.02,0.06,0.03,0.96,0.07,0.9,0.06,0.63
17323,0.02,0.02,-0.0,0.02,1.0,-0.0,0.92,-0.0,0.67
17328,0.02,0.02,0.05,0.03,0.97,0.06,0.9,0.05,0.58
17334,0.02,0.02,0.08,0.03,0.95,0.09,0.88,0.08,0.63
17339,0.02,0.02,0.07,0.03,0.96,0.08,1.0,0.07,0.67
17344,0.02,0.02,0.05,0.03,0.97,0.05,0.96,0.05,0.64
17350,0.02,0.02,0.09,0.03,0.95,0.1,0.94,0.09,0.67
17355,0.02,0.02,0.04,0.03,0.98,0.04,0.98,0.04,0.69
17361,0.02,0.02,0.02,0.03,0.99,0.02,0.92,0.02,0.65
17366,0.02,0.02,0.01,0.03,0.99,0.01,1.01,0.01,0.69
17371,0.02,0.02,0.03,0.03,0.98,0.04,0.95,0.03,0.66
17377,0.02,0.02,-0.01,0.02,1.01,-0.01,0.91,-0.01,0.7
17382,0.02,0.02,0.02,0.03,0.99,0.03,0.95,0.02,0.65
17388,0.02,0.02,0.03,0.03,0.98,0.04,0.94,0.03,0.66
17393,0.02,0.02,0.0,0.02,1.0,0.0,0.94,0.0,0.71
17398,0.02,0.02,0.06,0.03,0.96,0.07,0.96,0.06,0.68
17404,0.02,0.02,0.02,0.03,0.98,0.03,1.01,0.02,0.69
17409,0.02,0.02,0.06,0.03,0.96,0.08,0.95,0.06,0.68
17414,0.02,0.02,0.02,0.03,0.98,0.03,0.94,0.02,0.67
17420,0.02,0.02,0.03,0.03,0.98,0.04,0.99,0.03,0.69
17425,0.02,0.02,0.04,0.03,0.97,0.05,1.0,0.04,0.67
17431,0.02,0.02,0.03,0.03,0.98,0.04,0.96,0.03,0.69
17436,0.02,0.02,-0.03,0.02,1.02,-0.04,0.96,-0.03,0.66
17441,0.02,0.02,0.03,0.03,0.98,0.04,0.98,0.03,0.7
17447,0.02,0.02,0.0,0.02,1.0,0.0,1.01,0.0,0.72
17452,0.02,0.02,-0.02,0.02,1.02,-0.03,1.02,-0.02,0.7
17458,0.02,0.02,0.01,0.03,0.99,0.02,0.97,0.01,0.69
17463,0.02,0.02,0.0,0.03,1.0,0.0,0.98,0.0,0.72
17468,0.02,0.02,0.03,0.03,0.98,0.04,0.97,0.03,0.7
17474,0.02,0.02,0.01,0.03,0.99,0.01,0.96,0.01,0.7
17479,0.02,0.02,-0.02,0.03,1.02,-0.03,1.02,-0.02,0.74
17484,0.02,0.02,-0.04,0.02,1.03,-0.07,0.98,-0.04,0.68
17490,0.02,0.02,-0.02,0.02,1.01,-0.03,0.96,-0.02,0.7
17495,0.02,0.02,0.02,0.02,0.98,0.03,0.98,0.02,0.7
17501,0.02,0.02,-0.03,0.03,1.02,-0.04,0.97,-0.03,0.71
17506,0.02,0.02,-0.04,0.02,1.03,-0.06,1.0,-0.04,0.7
17511,0.02,0.02,-0.04,0.03,1.03,-0.07,0.97,-0.04,0.68
17517,0.02,0.02,-0.0,0.03,1.0,-0.0,0.99,-0.0,0.71
17522,0.02,0.02,0.03,0.02,0.98,0.04,0.94,0.03,0.7
17528,0.02,0.02,-0.03,0.03,1.02,-0.04,0.97,-0.03,0.7
17533,0.02,0.02,-0.04,0.03,1.04,-0.07,0.96,-0.04,0.7
17538,0.02,0.02,-0.04,0.03,1.03,-0.06,0.99,-0.04,0.71
17544,0.02,0.02,-0.04,0.03,1.04,-0.07,0.96,-0.04,0.68
17549,0.02,0.02,-0.03,0.03,1.02,-0.04,0.96,-0.03,0.67
17554,0.02,0.02,-0.0,0.02,1.0,-0.0,0.96,-0.0,0.66
17560,0.02,0.02,-0.07,0.03,1.06,-0.12,0.97,-0.07,0.69
17565,0.02,0.02,-0.01,0.02,1.01,-0.02,0.94,-0.01,0.67
17571,0.02,0.02,-0.0,0.02,1.0,-0.0,0.98,-0.0,0.69
17576,0.02,0.02,-0.06,0.03,1.05,-0.1,0.98,-0.06,0.68
17581,0.02,0.02,-0.0,0.03,1.0,-0.01,0.97,-0.0,0.67
17587,0.02,0.02,-0.08,0.03,1.07,-0.15,0.99,-0.08,0.68
17592,0.02,0.02,-0.04,0.02,1.04,-0.07,0.93,-0.04,0.67
17598,0.02,0.02,-0.0,0.02,1.0,-0.01,0.98,-0.0,0.68
17603,0.02,0.02,-0.0,0.02,1.0,-0.01,0.94,-0.0,0.68
17608,0.02,0.02,-0.01,0.03,1.01,-0.02,0.97,-0.01,0.62
17614,0.02,0.02,-0.03,0.02,1.02,-0.05,0.95,-0.03,0.68
17619,0.02,0.02,-0.04,0.03,1.04,-0.08,0.91,-0.04,0.61
17624,0.02,0.02,-0.01,0.02,1.01,-0.02,0.94,-0.01,0.68
17630,0.02,0.02,-0.1,0.03,1.1,-0.2,0.94,-0.1,0.66
17635,0.02,0.02,-0.11,0.03,1.1,-0.21,0.91,-0.11,0.63
17641,0.02,0.02,0.02,0.02,0.98,0.03,0.92,0.02,0.64
17646,0.02,0.02,-0.09,0.03,1.08,-0.17,0.89,-0.09,0.65
17651,0.02,0.02,-0.08,0.03,1.08,-0.16,0.91,-0.08,0.65
17657,0.02,0.02,-0.09,0.03,1.08,-0.17,0.96,-0.09,0.63
17662,0.02,0.02,-0.11,0.03,1.11,-0.23,0.94,-0.11,0.63
17667,0.02,0.02,-0.06,0.03,1.06,-0.12,0.92,-0.06,0.62
17673,0.02,0.02,-0.07,0.02,1.07,-0.15,0.84,-0.07,0.63
17678,0.02,0.02,-0.13,0.03,1.13,-0.28,0.91,-0.13,0.66
17684,0.02,0.02,-0.08,0.03,1.08,-0.16,0.98,-0.08,0.69
17689,0.02,0.02,-0.1,0.03,1.11,-0.23,0.96,-0.1,0.65
17694,0.02,0.02,-0.03,0.02,1.03,-0.06,0.89,-0.03,0.62
17700,0.02,0.02,-0.04,0.02,1.04,-0.08,0.95,-0.04,0.63
17705,0.02,0.02,-0.04,0.03,1.04,-0.09,1.01,-0.04,0.65
17711,0.02,0.02,-0.02,0.03,1.02,-0.04,0.99,-0.02,0.67
17716,0.02,0.02,-0.03,0.03,1.03,-0.06,0.93,-0.03,0.61
17721,0.02,0.02,-0.03,0.03,1.03,-0.07,0.93,-0.03,0.62
17727,0.02,0.02,-0.06,0.03,1.06,-0.13,0.95,-0.06,0.64
17732,0.02,0.02,-0.02,0.02,1.02,-0.05,0.87,-0.02,0.58
17737,0.02,0.02,-0.02,0.03,1.02,-0.04,0.99,-0.02,0.64
17743,0.02,0.02,-0.06,0.03,1.06,-0.13,0.95,-0.06,0.68
17748,0.02,0.02,-0.01,0.02,1.01,-0.01,0.91,-0.01,0.63
17754,0.02,0.02,-0.04,0.02,1.04,-0.08,0.96,-0.04,0.68
17759,0.02,0.02,-0.08,0.03,1.09,-0.19,0.94,-0.08,0.66
17764,0.02,0.02,-0.08,0.03,1.09,-0.19,0.93,-0.08,0.63
17770,0.02,0.02,-0.1,0.03,1.11,-0.24,0.94,-0.1,0.66
17775,0.02,0.02,-0.04,0.03,1.05,-0.1,0.99,-0.04,0.65
17781,0.02,0.02,-0.07,0.03,1.08,-0.16,0.94,-0.07,0.66
17786,0.02,0.02,-0.1,0.03,1.11,-0.24,0.94,-0.1,0.64
17791,0.02,0.02,-0.06,0.02,1.06,-0.13,0.92,-0.06,0.64
17797,0.02,0.02,-0.09,0.03,1.11,-0.23,0.96,-0.09,0.66
17802,0.02,0.02,-0.13,0.03,1.16,-0.34,0.86,-0.13,0.6
17807,0.02,0.02,-0.12,0.03,1.15,-0.31,0.9,-0.12,0.56
17813,0.02,0.02,-0.15,0.03,1.19,-0.42,0.94,-0.15,0.62
17818,0.02,0.02,-0.01,0.02,1.01,-0.02,0.92,-0.01,0.64
17824,0.02,0.02,-0.03,0.02,1.04,-0.08,0.9,-0.03,0.63
17829,0.02,0.02,-0.01,0.03,1.01,-0.01,0.88,-0.01,0.53
17834,0.02,0.02,-0.14,0.03,1.18,-0.38,0.93,-0.14,0.65
17840,0.02,0.02,-0.1,0.03,1.13,-0.28,0.91,-0.1,0.58
17845,0.02,0.02,-0.14,0.03,1.18,-0.39,0.94,-0.14,0.64
17851,0.02,0.02,-0.08,0.03,1.1,-0.22,0.93,-0.08,0.63
17856,0.02,0.02,-0.02,0.03,1.02,-0.05,0.9,-0.02,0.57
17861,0.02,0.02,-0.06,0.03,1.07,-0.15,0.95,-0.06,0.63
17867,0.02,0.02,-0.09,0.03,1.12,-0.25,0.98,-0.09,0.58
17872,0.02,0.02,-0.02,0.02,1.03,-0.06,0.99,-0.02,0.7
17877,0.02,0.02,-0.09,0.03,1.12,-0.26,0.9,-0.09,0.62
17883,0.02,0.02,0.0,0.02,0.99,0.01,0.91,0.0,0.58
17888,0.02,0.02,-0.13,0.03,1.18,-0.38,0.92,-0.13,0.62
17894,0.02,0.02,-0.04,0.02,1.06,-0.12,0.95,-0.04,0.68
17899,0.02,0.02,-0.02,0.02,1.03,-0.06,0.93,-0.02,0.64
17904,0.02,0.02,-0.04,0.02,1.06,-0.11,0.91,-0.04,0.7
17910,0.02,0.02,-0.05,0.03,1.07,-0.14,0.97,-0.05,0.71
17915,0.02,0.02,-0.03,0.03,1.05,-0.09,1.0,-0.03,0.71
17921,0.02,0.02,-0.03,0.02,1.04,-0.08,0.92,-0.03,0.69
17926,0.02,0.02,-0.01,0.02,1.01,-0.03,0.96,-0.01,0.64
17931,0.02,0.02,-0.02,0.02,1.03,-0.06,0.96,-0.02,0.71
17937,0.02,0.02,-0.02,0.02,1.03,-0.06,0.95,-0.02,0.7
17942,0.02,0.02,-0.05,0.03,1.07,-0.14,0.99,-0.05,0.69
17947,0.02,0.02,-0.06,0.03,1.09,-0.18,0.97,-0.06,0.7
17953,0.02,0.02,-0.06,0.02,1.08,-0.17,0.95,-0.06,0.67
17958,0.02,0.02,-0.02,0.03,1.03,-0.07,1.02,-0.02,0.7
17964,0.02,0.02,-0.06,0.03,1.08,-0.17,1.0,-0.06,0.7
17969,0.02,0.02,-0.01,0.02,1.02,-0.04,1.0,-0.01,0.68
17974,0.02,0.02,0.02,0.02,0.97,0.06,0.93,0.02,0.65
17980,0.02,0.02,-0.04,0.03,1.05,-0.11,1.04,-0.04,0.72
17985,0.02,0.02,-0.06,0.03,1.09,-0.2,1.0,-0.06,0.7
17990,0.02,0.02,-0.02,0.03,1.04,-0.07,1.01,-0.02,0.69
17996,0.02,0.02,-0.03,0.03,1.05,-0.1,1.08,-0.03,0.73
18001,0.02,0.02,-0.02,0.03,1.03,-0.05,1.02,-0.02,0.71
18007,0.02,0.02,-0.06,0.03,1.1,-0.2,0.99,-0.06,0.72
18012,0.02,0.02,-0.03,0.02,1.04,-0.09,0.96,-0.03,0.68
18017,0.02,0.02,0.0,0.02,1.0,0.01,0.98,0.0,0.69
18023,0.02,0.02,-0.04,0.02,1.06,-0.12,0.91,-0.04,0.7
18028,0.02,0.02,-0.07,0.03,1.11,-0.23,0.96,-0.07,0.69
18034,0.02,0.02,-0.11,0.03,1.18,-0.4,0.93,-0.11,0.68
18039,0.02,0.02,-0.07,0.03,1.11,-0.23,1.01,-0.07,0.69
18044,0.02,0.02,-0.05,0.03,1.09,-0.18,1.0,-0.05,0.72
18050,0.02,0.02,-0.05,0.03,1.08,-0.16,1.04,-0.05,0.68
18055,0.02,0.02,-0.1,0.03,1.18,-0.38,1.0,-0.1,0.72
18060,0.02,0.02,-0.04,0.03,1.07,-0.15,1.01,-0.04,0.72
18066,0.02,0.02,-0.06,0.03,1.1,-0.2,1.02,-0.06,0.74
18071,0.02,0.02,-0.02,0.03,1.04,-0.08,1.02,-0.02,0.72
18077,0.02,0.02,-0.03,0.02,1.05,-0.1,0.96,-0.03,0.69
18082,0.02,0.02,-0.06,0.02,1.1,-0.22,0.94,-0.06,0.69
18087,0.02,0.02,-0.02,0.03,1.03,-0.07,1.01,-0.02,0.75
18093,0.02,0.02,0.0,0.02,0.99,0.01,0.98,0.0,0.7
18098,0.02,0.02,0.01,0.02,0.99,0.03,1.0,0.01,0.72
18104,0.02,0.02,-0.02,0.02,1.03,-0.07,0.99,-0.02,0.71
18109,0.02,0.02,-0.03,0.03,1.06,-0.13,0.98,-0.03,0.71
18114,0.02,0.02,0.0,0.02,0.99,0.01,1.0,0.0,0.71
18120,0.02,0.02,0.0,0.03,0.99,0.02,1.02,0.0,0.74
18125,0.02,0.02,0.0,0.03,0.99,0.02,1.02,0.0,0.74
18130,0.02,0.02,-0.01,0.02,1.02,-0.03,1.02,-0.01,0.73
18136,0.02,0.02,-0.02,0.02,1.03,-0.06,1.0,-0.02,0.72
18141,0.02,0.02,-0.02,0.02,1.03,-0.06,1.03,-0.02,0.72
18147,0.02,0.02,-0.01,0.02,1.02,-0.04,1.02,-0.01,0.72
18152,0.02,0.02,0.0,0.02,1.0,0.01,1.02,0.0,0.73
18157,0.02,0.02,-0.0,0.02,1.0,-0.0,1.01,-0.0,0.72
18163,0.02,0.02,0.0,0.02,1.0,0.0,1.02,0.0,0.73
18168,0.02,0.02,0.0,0.02,1.0,0.01,1.01,0.0,0.72
18174,0.02,0.02,0.01,0.03,0.97,0.05,1.02,0.01,0.73
18179,0.02,0.02,-0.0,0.02,1.0,-0.01,1.02,-0.0,0.73
18184,0.02,0.02,-0.01,0.03,1.02,-0.04,1.03,-0.01,0.73
18190,0.02,0.02,0.01,0.02,0.99,0.02,1.02,0.01,0.72
18195,0.02,0.02,-0.01,0.03,1.03,-0.06,1.03,-0.01,0.75
18200,0.02,0.02,-0.06,0.03,1.13,-0.27,1.01,-0.06,0.72
18206,0.02,0.02,0.0,0.02,0.99,0.01,1.0,0.0,0.71
18211,0.02,0.02,-0.03,0.02,1.07,-0.14,1.01,-0.03,0.71
18217,0.02,0.02,-0.02,0.02,1.04,-0.08,1.0,-0.02,0.72
18222,0.02,0.02,-0.03,0.02,1.06,-0.12,0.99,-0.03,0.73
18227,0.02,0.02,-0.0,0.03,1.0,-0.01,0.99,-0.0,0.75
18233,0.02,0.02,0.02,0.03,0.95,0.09,1.02,0.02,0.75
18238,0.02,0.02,-0.02,0.03,1.03,-0.07,1.04,-0.02,0.74
18244,0.02,0.02,0.0,0.02,1.0,0.01,1.02,0.0,0.72
18249,0.02,0.02,0.0,0.03,1.0,0.0,1.05,0.0,0.73
18254,0.02,0.02,0.0,0.03,0.99,0.02,1.04,0.0,0.76
18260,0.02,0.02,0.0,0.03,1.0,0.01,1.06,0.0,0.73
18265,0.02,0.02,-0.01,0.02,1.02,-0.04,1.02,-0.01,0.72
18270,0.02,0.02,0.0,0.03,0.99,0.02,1.05,0.0,0.7
18276,0.02,0.02,-0.03,0.03,1.07,-0.14,1.02,-0.03,0.71
18281,0.02,0.02,0.01,0.03,0.98,0.03,1.05,0.01,0.72
18287,0.02,0.02,-0.05,0.03,1.12,-0.26,1.04,-0.05,0.72
18292,0.02,0.02,-0.04,0.03,1.1,-0.21,1.02,-0.04,0.69
18297,0.02,0.02,-0.01,0.03,1.03,-0.06,1.03,-0.01,0.71
18303,0.02,0.02,-0.01,0.02,1.03,-0.06,1.02,-0.01,0.73
18308,0.02,0.02,-0.01,0.03,1.03,-0.07,1.04,-0.01,0.72
18313,0.02,0.02,-0.02,0.03,1.05,-0.11,1.02,-0.02,0.72
18319,0.02,0.02,0.0,0.02,0.99,0.01,1.01,0.0,0.72
18324,0.02,0.02,-0.02,0.03,1.05,-0.1,1.01,-0.02,0.69
18330,0.02,0.02,-0.03,0.02,1.08,-0.17,1.01,-0.03,0.72
18335,0.02,0.02,-0.05,0.03,1.13,-0.28,1.03,-0.05,0.74
18340,0.02,0.02,-0.0,0.02,1.01,-0.01,1.02,-0.0,0.72
18346,0.02,0.02,-0.02,0.02,1.05,-0.1,0.97,-0.02,0.72
18351,0.02,0.02,-0.0,0.02,1.01,-0.02,1.01,-0.0,0.72
18357,0.02,0.02,-0.01,0.02,1.01,-0.03,1.0,-0.01,0.72
18362,0.02,0.02,-0.0,0.02,1.01,-0.01,1.02,-0.0,0.73
18367,0.02,0.02,-0.01,0.02,1.03,-0.06,1.01,-0.01,0.73
18373,0.02,0.02,0.02,0.02,0.96,0.09,1.0,0.02,0.73
18378,0.02,0.02,-0.01,0.02,1.04,-0.09,1.0,-0.01,0.72
18383,0.02,0.02,-0.01,0.02,1.03,-0.05,1.0,-0.01,0.73
18389,0.02,0.02,-0.01,0.02,1.02,-0.05,1.01,-0.01,0.72
18394,0.02,0.02,0.01,0.02,0.97,0.05,1.01,0.01,0.71
18400,0.02,0.02,-0.02,0.02,1.07,-0.14,1.0,-0.02,0.73
18405,0.02,0.02,-0.02,0.03,1.06,-0.13,1.01,-0.02,0.73
18410,0.02,0.02,-0.04,0.03,1.13,-0.28,1.02,-0.04,0.72
18416,0.02,0.02,-0.03,0.02,1.09,-0.19,0.97,-0.03,0.7
18421,0.02,0.02,-0.02,0.02,1.08,-0.17,1.01,-0.02,0.71
18427,0.02,0.02,-0.04,0.03,1.13,-0.29,0.99,-0.04,0.73
18432,0.02,0.02,-0.02,0.03,1.07,-0.15,0.98,-0.02,0.74
18437,0.02,0.02,-0.02,0.02,1.05,-0.11,0.98,-0.02,0.72
18443,0.02,0.02,0.01,0.02,0.96,0.07,1.0,0.01,0.74
18448,0.02,0.02,-0.04,0.02,1.14,-0.29,0.98,-0.04,0.72
18453,0.02,0.02,-0.0,0.02,1.01,-0.02,0.96,-0.0,0.7
18459,0.02,0.02,0.03,0.02,0.89,0.21,1.0,0.03,0.71
18464,0.02,0.02,0.02,0.02,0.94,0.12,1.0,0.02,0.72
18470,0.02,0.02,-0.01,0.02,1.03,-0.06,1.01,-0.01,0.74
18475,0.02,0.02,0.01,0.03,0.98,0.04,1.0,0.01,0.74
18480,0.02,0.02,-0.0,0.02,1.01,-0.02,1.01,-0.0,0.74
18486,0.02,0.02,0.01,0.02,0.96,0.08,1.02,0.01,0.74
18491,0.02,0.02,0.03,0.02,0.88,0.22,1.01,0.03,0.72
18497,0.02,0.02,0.01,0.02,0.95,0.1,1.01,0.01,0.72
18502,0.02,0.02,0.05,0.03,0.83,0.31,1.02,0.05,0.73
18507,0.02,0.02,0.0,0.02,0.98,0.04,1.02,0.0,0.73
18513,0.02,0.02,0.02,0.02,0.92,0.16,1.0,0.02,0.68
18518,0.02,0.02,0.01,0.02,0.95,0.1,1.02,0.01,0.73
18523,0.02,0.02,-0.0,0.02,1.0,-0.01,1.02,-0.0,0.72
18529,0.02,0.02,-0.0,0.03,1.01,-0.02,1.05,-0.0,0.74
18534,0.02,0.02,0.01,0.02,0.98,0.04,1.02,0.01,0.73
18540,0.02,0.02,-0.0,0.02,1.01,-0.02,1.01,-0.0,0.72
18545,0.02,0.02,0.02,0.02,0.92,0.16,1.01,0.02,0.73
18550,0.02,0.02,0.0,0.02,1.0,0.0,1.02,0.0,0.73
18556,0.02,0.02,-0.0,0.02,1.01,-0.01,1.01,-0.0,0.74
18561,0.02,0.02,-0.01,0.02,1.06,-0.12,1.01,-0.01,0.72
18567,0.02,0.02,0.0,0.02,0.98,0.04,1.03,0.0,0.73
18572,0.02,0.02,-0.01,0.02,1.03,-0.06,1.02,-0.01,0.72
18577,0.02,0.02,-0.01,0.02,1.06,-0.13,1.01,-0.01,0.73
18583,0.02,0.02,-0.0,0.02,1.02,-0.03,1.01,-0.0,0.72
18588,0.02,0.02,-0.01,0.02,1.06,-0.12,1.01,-0.01,0.72
18593,0.02,0.02,-0.01,0.02,1.04,-0.08,1.01,-0.01,0.72
18599,0.02,0.02,-0.0,0.02,1.01,-0.01,1.03,-0.0,0.73
18604,0.02,0.02,-0.01,0.02,1.03,-0.06,1.02,-0.01,0.73
18610,0.02,0.02,-0.02,0.02,1.08,-0.17,1.01,-0.02,0.72
18615,0.02,0.02,0.0,0.02,1.0,0.0,1.01,0.0,0.73
18620,0.02,0.02,-0.01,0.02,1.08,-0.16,1.01,-0.01,0.73
18626,0.02,0.02,0.0,0.02,1.0,0.0,1.02,0.0,0.73
18631,0.02,0.02,-0.01,0.02,1.04,-0.08,1.02,-0.01,0.73
18636,0.02,0.02,-0.01,0.02,1.03,-0.07,1.03,-0.01,0.73
18642,0.02,0.02,0.01,0.02,0.96,0.08,1.01,0.01,0.73
18647,0.02,0.02,0.01,0.02,0.97,0.06,1.01,0.01,0.72
18653,0.02,0.02,0.01,0.03,0.95,0.1,1.03,0.01,0.73
