f,S11,S12 mag,S12 Fase,S22,R mag,Alfa,H12 mag,H12 fase,Coherencia
6546,1.12,0.97,-0.81,0.92,0.73,0.47,0.86,-0.81,0.9
6551,1.64,1.34,-0.85,1.19,0.72,0.49,0.82,-0.85,0.92
6556,2.18,1.8,-0.86,1.58,0.72,0.49,0.82,-0.86,0.94
6562,2.1,1.82,-0.86,1.67,0.72,0.48,0.87,-0.86,0.94
6567,1.93,1.69,-0.82,1.57,0.73,0.46,0.87,-0.82,0.94
6573,2.05,1.85,-0.8,1.78,0.74,0.45,0.9,-0.8,0.94
6578,2.66,2.6,-0.78,2.65,0.75,0.44,0.98,-0.78,0.96
6583,2.09,2.09,-0.78,2.21,0.75,0.44,1.0,-0.78,0.95
6589,2.81,2.84,-0.82,2.98,0.74,0.45,1.01,-0.82,0.96
6594,2.77,2.87,-0.78,3.09,0.76,0.43,1.04,-0.78,0.96
6599,3.72,4.13,-0.83,4.72,0.74,0.45,1.11,-0.83,0.97
6605,3.94,4.36,-0.82,4.97,0.75,0.44,1.11,-0.82,0.97
6610,3.77,4.32,-0.87,5.09,0.74,0.45,1.14,-0.87,0.97
6616,3.85,4.61,-0.88,5.69,0.74,0.45,1.2,-0.88,0.97
6621,4.49,5.4,-0.89,6.65,0.74,0.45,1.2,-0.89,0.98
6626,4.79,5.9,-0.93,7.43,0.73,0.47,1.23,-0.93,0.98
6632,3.19,4.1,-0.92,5.46,0.74,0.45,1.29,-0.92,0.97
6637,3.23,4.32,-0.94,6.0,0.74,0.45,1.34,-0.94,0.97
6642,5.33,7.21,-0.95,9.96,0.74,0.45,1.35,-0.95,0.98
6648,3.92,5.46,-0.94,7.81,0.75,0.44,1.39,-0.94,0.97
6653,4.95,6.75,-0.99,9.41,0.73,0.46,1.36,-0.99,0.98
6659,4.69,6.59,-1.0,9.49,0.74,0.46,1.4,-1.0,0.98
6664,5.53,7.9,-1.01,11.54,0.74,0.46,1.43,-1.01,0.98
6669,4.15,6.08,-1.01,9.18,0.74,0.45,1.47,-1.01,0.97
6675,4.41,6.67,-1.04,10.37,0.74,0.45,1.51,-1.04,0.97
6680,4.53,6.86,-1.11,10.65,0.73,0.47,1.52,-1.11,0.98
6686,3.65,5.78,-1.06,9.46,0.75,0.44,1.58,-1.06,0.97
6691,4.37,7.02,-1.07,11.59,0.74,0.45,1.61,-1.07,0.97
6696,3.22,5.27,-1.16,8.95,0.73,0.47,1.64,-1.16,0.96
6702,2.9,5.17,-1.16,9.65,0.74,0.45,1.78,-1.16,0.96
6707,2.47,4.36,-1.16,8.09,0.74,0.45,1.76,-1.16,0.95
6712,2.77,5.19,-1.23,10.21,0.74,0.46,1.87,-1.23,0.95
6718,2.44,4.68,-1.28,9.46,0.73,0.47,1.91,-1.28,0.95
6723,2.04,3.96,-1.31,8.24,0.73,0.47,1.94,-1.31,0.93
6729,1.69,3.58,-1.37,8.28,0.73,0.46,2.12,-1.37,0.91
6734,1.61,3.49,-1.44,8.29,0.72,0.47,2.16,-1.44,0.91
6739,2.14,4.68,-1.54,11.03,0.71,0.49,2.19,-1.54,0.93
6745,1.24,2.78,-1.61,7.11,0.71,0.5,2.24,-1.61,0.87
6750,2.16,4.87,-1.72,11.89,0.69,0.52,2.26,-1.72,0.92
6756,1.59,3.42,-1.81,8.24,0.67,0.55,2.15,-1.81,0.89
6761,1.73,3.52,-1.93,7.93,0.65,0.58,2.03,-1.93,0.9
6766,1.52,2.85,-2.07,6.1,0.6,0.64,1.88,-2.07,0.88
6772,1.85,3.38,-2.1,6.92,0.59,0.65,1.83,-2.1,0.89
6777,1.82,3.04,-2.15,5.73,0.56,0.69,1.67,-2.15,0.88
6782,2.18,3.4,-2.27,5.88,0.51,0.74,1.56,-2.27,0.91
6788,2.24,3.35,-2.29,5.56,0.49,0.76,1.5,-2.29,0.9
6793,2.1,2.71,-2.25,3.96,0.46,0.79,1.29,-2.25,0.89
6799,2.75,3.49,-2.26,4.85,0.46,0.79,1.27,-2.26,0.91
6804,2.41,2.84,-2.29,3.74,0.43,0.81,1.18,-2.29,0.9
6809,3.85,3.83,-2.32,4.12,0.4,0.84,0.99,-2.32,0.92
6815,3.45,3.1,-2.31,3.05,0.43,0.82,0.9,-2.31,0.91
6820,4.99,4.24,-2.19,3.84,0.5,0.75,0.85,-2.19,0.94
6826,4.15,3.3,-2.24,2.87,0.5,0.75,0.8,-2.24,0.92
6831,5.85,4.16,-2.15,3.16,0.57,0.67,0.71,-2.15,0.94
6836,5.42,3.91,-2.11,3.03,0.59,0.66,0.72,-2.11,0.93
6842,5.6,3.88,-2.07,2.88,0.62,0.62,0.69,-2.07,0.93
6847,5.53,3.24,-2.0,2.06,0.68,0.54,0.59,-2.0,0.92
6852,4.75,2.84,-1.87,1.85,0.7,0.5,0.6,-1.87,0.91
6858,5.95,3.56,-1.83,2.28,0.72,0.49,0.6,-1.83,0.93
6863,5.67,3.26,-1.68,2.02,0.76,0.43,0.57,-1.68,0.93
6869,7.04,3.98,-1.59,2.39,0.78,0.39,0.56,-1.59,0.94
6874,6.31,3.59,-1.48,2.17,0.8,0.36,0.57,-1.48,0.94
6879,6.76,3.94,-1.42,2.43,0.81,0.34,0.58,-1.42,0.95
6885,5.15,3.27,-1.3,2.2,0.83,0.31,0.64,-1.3,0.95
6890,6.6,4.1,-1.17,2.66,0.85,0.27,0.62,-1.17,0.96
6896,6.26,4.09,-1.13,2.79,0.86,0.26,0.65,-1.13,0.96
6901,6.57,4.83,-1.1,3.68,0.87,0.25,0.74,-1.1,0.97
6906,7.16,5.49,-1.0,4.34,0.88,0.22,0.77,-1.0,0.97
6912,6.37,5.36,-0.97,4.64,0.89,0.21,0.84,-0.97,0.97
6917,3.88,3.7,-0.92,3.68,0.9,0.2,0.95,-0.92,0.96
6922,4.98,4.77,-0.89,4.7,0.9,0.18,0.96,-0.89,0.97
6928,4.99,5.46,-0.9,6.14,0.9,0.18,1.09,-0.9,0.97
6933,4.51,5.28,-0.89,6.36,0.91,0.17,1.17,-0.89,0.97
6939,3.86,4.89,-0.87,6.4,0.92,0.16,1.27,-0.87,0.97
6944,3.85,5.2,-0.84,7.25,0.92,0.15,1.35,-0.84,0.97
6949,4.02,5.77,-0.88,8.53,0.92,0.15,1.44,-0.88,0.97
6955,3.24,5.07,-0.88,8.23,0.93,0.14,1.56,-0.88,0.96
6960,3.48,5.79,-0.88,9.96,0.93,0.13,1.67,-0.88,0.97
6965,1.97,3.5,-0.91,6.6,0.93,0.13,1.78,-0.91,0.94
6971,1.85,3.54,-0.91,7.19,0.94,0.12,1.91,-0.91,0.94
6976,2.21,4.64,-0.91,10.28,0.94,0.11,2.1,-0.91,0.95
6982,1.97,4.34,-0.97,10.12,0.94,0.11,2.2,-0.97,0.95
6987,1.33,3.22,-0.96,8.45,0.95,0.1,2.42,-0.96,0.92
6992,0.99,2.54,-0.94,7.32,0.95,0.09,2.57,-0.94,0.89
6998,1.15,3.14,-1.03,9.49,0.95,0.09,2.73,-1.03,0.9
7003,0.94,2.83,-1.09,9.67,0.96,0.08,3.02,-1.09,0.88
7009,0.59,1.9,-1.09,7.41,0.96,0.08,3.2,-1.09,0.82
7014,0.56,2.03,-1.28,9.23,0.96,0.08,3.64,-1.28,0.8
7019,0.33,1.16,-1.45,6.1,0.96,0.08,3.5,-1.45,0.67
7025,0.41,1.48,-1.53,7.37,0.96,0.08,3.59,-1.53,0.72
7030,0.31,1.2,-1.73,7.34,0.96,0.07,3.83,-1.73,0.63
7035,0.32,1.1,-1.93,5.99,0.96,0.08,3.4,-1.93,0.62
7041,0.44,1.54,-2.23,7.33,0.97,0.07,3.48,-2.23,0.73
7046,0.48,1.68,-2.2,7.87,0.97,0.06,3.46,-2.2,0.74
7052,0.56,1.78,-2.33,7.42,0.97,0.06,3.18,-2.33,0.76
7057,0.85,2.54,-2.42,8.97,0.98,0.05,2.98,-2.42,0.84
7062,0.64,1.92,-2.38,7.14,0.98,0.04,3.0,-2.38,0.81
7068,0.97,2.61,-2.52,8.1,0.98,0.03,2.68,-2.52,0.86
7073,0.94,2.32,-2.59,6.7,0.99,0.02,2.47,-2.59,0.86
7079,1.15,2.92,-2.53,8.46,0.99,0.01,2.55,-2.53,0.88
7084,1.17,2.56,-2.63,6.37,1.0,-0.0,2.18,-2.63,0.88
7089,1.46,3.22,-2.64,7.92,1.01,-0.02,2.21,-2.64,0.9
7095,1.6,3.29,-2.65,7.53,1.02,-0.04,2.06,-2.65,0.9
7100,1.55,3.15,-2.69,7.12,1.03,-0.06,2.03,-2.69,0.9
7105,2.12,3.89,-2.8,7.79,1.04,-0.08,1.84,-2.8,0.92
7111,2.27,3.63,-2.81,6.33,1.08,-0.16,1.6,-2.81,0.92
7116,2.34,3.21,-2.76,4.8,1.14,-0.31,1.37,-2.76,0.92
7122,2.4,2.8,-2.6,3.56,1.19,-0.41,1.17,-2.6,0.92
7127,2.77,3.0,-2.56,3.52,1.21,-0.47,1.08,-2.56,0.92
7132,3.54,3.55,-2.37,3.78,1.18,-0.39,1.0,-2.37,0.94
7138,3.84,3.8,-2.25,3.99,1.17,-0.36,0.99,-2.25,0.95
7143,2.96,3.39,-2.19,4.11,1.17,-0.36,1.14,-2.19,0.94
7149,2.37,2.93,-2.17,3.88,1.17,-0.37,1.24,-2.17,0.93
7154,2.65,3.24,-2.15,4.23,1.18,-0.4,1.22,-2.15,0.93
7159,3.35,3.84,-2.22,4.68,1.22,-0.5,1.14,-2.22,0.94
7165,3.35,3.49,-2.11,3.88,1.21,-0.47,1.04,-2.11,0.94
7170,3.13,2.96,-1.95,3.02,1.19,-0.41,0.94,-1.95,0.92
7175,3.99,3.9,-1.83,4.03,1.18,-0.38,0.98,-1.83,0.94
7181,3.85,4.22,-1.61,4.86,1.15,-0.31,1.09,-1.61,0.95
7186,3.43,4.45,-1.59,6.04,1.15,-0.31,1.3,-1.59,0.95
7192,3.34,5.27,-1.6,8.64,1.14,-0.31,1.58,-1.6,0.96
7197,2.29,3.87,-1.63,6.91,1.15,-0.32,1.69,-1.63,0.95
7202,2.88,4.98,-1.69,8.99,1.17,-0.36,1.73,-1.69,0.96
7208,3.17,5.48,-1.71,9.81,1.18,-0.38,1.73,-1.71,0.96
7213,2.71,4.64,-1.71,8.31,1.19,-0.41,1.71,-1.71,0.96
7219,2.62,4.65,-1.7,8.63,1.19,-0.41,1.78,-1.7,0.96
7224,2.51,4.58,-1.65,8.76,1.18,-0.4,1.83,-1.65,0.95
7229,2.1,4.13,-1.64,8.54,1.18,-0.4,1.96,-1.64,0.95
7235,1.9,3.75,-1.66,7.86,1.19,-0.42,1.97,-1.66,0.94
7240,1.99,4.07,-1.63,8.78,1.19,-0.41,2.05,-1.63,0.95
7245,1.93,4.26,-1.61,9.94,1.18,-0.4,2.2,-1.61,0.94
7251,1.35,3.34,-1.59,8.99,1.17,-0.37,2.48,-1.59,0.92
7256,1.09,2.9,-1.66,8.58,1.17,-0.38,2.67,-1.66,0.9
7262,1.0,2.81,-1.63,8.77,1.17,-0.37,2.79,-1.63,0.89
7267,1.03,3.01,-1.72,9.84,1.18,-0.38,2.94,-1.72,0.9
7272,0.54,1.59,-1.67,5.89,1.18,-0.39,2.93,-1.67,0.79
7278,0.62,2.1,-1.74,8.71,1.16,-0.35,3.39,-1.74,0.82
7283,0.53,1.7,-1.94,6.84,1.19,-0.42,3.21,-1.94,0.8
7288,0.44,1.62,-1.95,7.98,1.17,-0.37,3.67,-1.95,0.75
7294,0.35,1.17,-2.13,5.92,1.2,-0.43,3.38,-2.13,0.67
7299,0.33,1.11,-2.22,5.9,1.2,-0.44,3.4,-2.22,0.64
7305,0.26,0.96,-2.28,6.37,1.17,-0.38,3.76,-2.28,0.57
7310,0.36,1.33,-2.43,7.43,1.17,-0.37,3.7,-2.43,0.66
7315,0.29,1.1,-2.49,6.64,1.16,-0.35,3.73,-2.49,0.61
7321,0.33,1.05,-2.74,5.34,1.15,-0.32,3.17,-2.74,0.62
7326,0.36,1.14,-2.78,5.69,1.14,-0.3,3.2,-2.78,0.64
7332,0.35,1.02,-2.88,4.67,1.13,-0.27,2.89,-2.88,0.63
7337,0.43,1.24,-3.09,5.24,1.03,-0.05,2.91,-3.09,0.69
7342,0.42,1.13,-3.0,4.49,1.08,-0.18,2.7,-3.0,0.68
7348,0.5,1.14,-3.0,3.5,1.13,-0.27,2.26,-3.0,0.73
7353,0.54,1.21,-3.12,3.73,1.02,-0.03,2.26,-3.12,0.73
7358,0.63,1.41,3.1,4.11,0.97,0.07,2.24,3.1,0.77
7364,0.68,1.16,3.14,2.58,1.0,0.01,1.72,3.14,0.77
7369,0.76,1.4,-3.08,3.23,1.1,-0.2,1.84,-3.08,0.8
7375,0.71,1.29,-3.06,2.96,1.12,-0.27,1.81,-3.06,0.79
7380,0.91,1.37,3.14,2.56,0.98,0.03,1.51,3.14,0.81
7385,0.89,1.3,-3.04,2.35,1.31,-0.73,1.45,-3.04,0.8
7391,1.02,1.27,-3.05,1.93,1.43,-1.05,1.24,-3.05,0.82
7396,1.17,1.37,-2.95,1.93,2.19,-3.81,1.18,-2.95,0.84
7402,1.14,1.41,-2.84,2.08,3.04,-8.23,1.24,-2.84,0.84
7407,1.01,1.29,-2.71,1.97,3.5,-11.25,1.28,-2.71,0.84
7412,0.9,1.09,-2.66,1.61,4.66,-20.76,1.21,-2.66,0.82
7418,0.74,0.82,-2.51,1.17,4.82,-22.28,1.11,-2.51,0.78
7423,0.64,0.74,-2.43,1.12,3.77,-13.24,1.15,-2.43,0.76
7428,0.88,1.18,-2.4,1.86,2.89,-7.34,1.34,-2.4,0.85
7434,0.73,1.02,-2.37,1.71,2.7,-6.32,1.39,-2.37,0.82
7439,0.88,1.46,-2.32,2.8,2.13,-3.52,1.66,-2.32,0.87
7445,0.63,0.94,-2.42,1.8,2.57,-5.59,1.49,-2.42,0.78
7450,0.59,0.82,-2.21,1.49,2.43,-4.92,1.4,-2.21,0.77
7455,0.68,1.12,-2.21,2.26,2.1,-3.41,1.66,-2.21,0.83
7461,0.61,1.08,-2.14,2.3,1.94,-2.78,1.78,-2.14,0.83
7466,0.66,1.27,-2.15,2.9,1.85,-2.41,1.93,-2.15,0.84
7472,1.06,1.94,-2.15,4.02,1.94,-2.78,1.83,-2.15,0.88
7477,0.9,1.97,-2.12,4.92,1.71,-1.91,2.2,-2.12,0.88
7482,0.76,1.83,-2.3,5.05,1.63,-1.66,2.4,-2.3,0.87
7488,0.88,2.03,-2.32,5.23,1.69,-1.85,2.3,-2.32,0.89
7493,0.81,1.87,-2.47,4.95,1.65,-1.73,2.3,-2.47,0.87
7498,0.89,1.9,-2.44,4.59,1.78,-2.16,2.14,-2.44,0.88
7504,1.15,2.68,-2.34,6.86,1.69,-1.86,2.34,-2.34,0.91
7509,1.13,2.7,-2.33,7.02,1.68,-1.82,2.38,-2.33,0.91
7515,1.1,2.84,-2.39,8.02,1.58,-1.49,2.58,-2.39,0.91
7520,1.18,3.25,-2.39,9.7,1.52,-1.32,2.74,-2.39,0.92
7525,1.04,2.8,-2.36,8.31,1.56,-1.42,2.69,-2.36,0.91
7531,0.91,2.47,-2.45,7.54,1.52,-1.3,2.72,-2.45,0.89
7536,0.86,2.44,-2.5,7.8,1.47,-1.15,2.83,-2.5,0.89
7542,0.93,2.67,-2.47,8.55,1.47,-1.17,2.86,-2.47,0.89
7547,0.91,2.65,-2.44,8.53,1.48,-1.2,2.89,-2.44,0.9
7552,1.15,3.32,-2.45,10.48,1.48,-1.2,2.89,-2.45,0.92
7558,0.94,2.93,-2.5,10.07,1.41,-1.0,3.1,-2.5,0.9
7563,0.93,2.93,-2.48,10.24,1.41,-1.0,3.15,-2.48,0.9
7568,0.63,2.1,-2.55,8.16,1.35,-0.82,3.32,-2.55,0.85
7574,0.82,2.63,-2.62,9.59,1.34,-0.79,3.21,-2.62,0.88
7579,0.86,2.89,-2.6,10.83,1.33,-0.77,3.34,-2.6,0.89
7585,0.65,2.16,-2.72,8.51,1.26,-0.6,3.35,-2.72,0.85
7590,0.65,2.25,-2.7,9.02,1.27,-0.6,3.43,-2.7,0.85
7595,0.8,2.97,-2.85,12.45,1.16,-0.34,3.72,-2.85,0.89
7601,0.67,2.26,-2.83,8.97,1.19,-0.42,3.38,-2.83,0.85
7606,0.84,2.69,-2.88,9.81,1.18,-0.39,3.21,-2.88,0.88
7611,0.68,2.16,-2.95,8.08,1.13,-0.28,3.19,-2.95,0.85
7617,0.86,2.67,-2.87,9.35,1.2,-0.44,3.11,-2.87,0.89
7622,0.67,2.09,-3.06,7.62,1.06,-0.12,3.1,-3.06,0.85
7628,0.85,2.49,-3.03,8.35,1.08,-0.17,2.95,-3.03,0.88
7633,0.67,1.98,-3.0,6.97,1.11,-0.23,2.97,-3.0,0.85
7638,0.65,2.16,-3.01,8.32,1.09,-0.18,3.31,-3.01,0.86
7644,0.72,2.03,-3.06,6.75,1.06,-0.13,2.83,-3.06,0.85
7649,0.69,1.98,-3.03,6.68,1.09,-0.18,2.86,-3.03,0.85
7655,0.58,1.63,-3.09,5.57,1.04,-0.08,2.82,-3.09,0.82
7660,0.68,1.77,-3.05,5.43,1.08,-0.17,2.59,-3.05,0.85
7665,0.53,1.49,-3.12,5.22,1.02,-0.04,2.83,-3.12,0.8
7671,0.38,1.01,-3.1,3.68,1.04,-0.07,2.67,-3.1,0.73
7676,0.46,1.12,-3.13,3.6,1.01,-0.03,2.45,-3.13,0.77
7681,0.5,1.27,-3.08,4.1,1.06,-0.12,2.56,-3.08,0.79
7687,0.41,1.07,3.04,3.66,0.91,0.17,2.6,3.04,0.76
7692,0.52,1.15,3.14,3.25,1.0,0.01,2.22,3.14,0.79
7698,0.4,0.84,3.13,2.41,0.99,0.02,2.08,3.13,0.72
7703,0.32,0.62,-3.12,1.83,1.03,-0.05,1.92,-3.12,0.65
7708,0.4,0.74,3.13,1.95,0.99,0.02,1.87,3.13,0.71
7714,0.26,0.45,-3.13,1.38,1.01,-0.03,1.74,-3.13,0.57
7719,0.3,0.53,-3.11,1.48,1.04,-0.09,1.74,-3.11,0.62
7725,0.21,0.33,-3.06,1.06,1.15,-0.32,1.58,-3.06,0.49
7730,0.21,0.3,-3.06,0.92,1.16,-0.35,1.42,-3.06,0.47
7735,0.17,0.23,-3.07,0.78,1.16,-0.34,1.36,-3.07,0.4
7741,0.17,0.18,-2.9,0.57,1.71,-1.92,1.06,-2.9,0.35
7746,0.15,0.16,-2.58,0.53,4.04,-15.28,1.04,-2.58,0.31
7751,0.12,0.13,-2.71,0.6,2.63,-5.91,1.09,-2.71,0.23
7757,0.11,0.11,-2.29,0.52,24.02,-575.9,0.95,-2.29,0.2
7762,0.12,0.11,-2.18,0.39,13.51,-181.44,0.9,-2.18,0.26
7768,0.08,0.03,-3.06,0.44,1.06,-0.12,0.33,-3.06,0.02
7773,0.09,0.05,-2.54,0.43,2.33,-4.45,0.58,-2.54,0.07
7778,0.09,0.05,-2.87,0.47,1.49,-1.21,0.59,-2.87,0.07
7784,0.1,0.13,-2.84,0.85,1.79,-2.2,1.21,-2.84,0.18
7789,0.14,0.25,-2.89,1.32,1.42,-1.02,1.74,-2.89,0.32
7795,0.12,0.23,3.04,1.46,0.87,0.24,1.87,3.04,0.3
7800,0.1,0.17,-2.84,2.41,1.59,-1.54,1.59,-2.84,0.11
7805,0.13,0.3,2.17,2.43,0.46,0.79,2.27,2.17,0.28
7811,0.15,0.27,2.19,1.44,0.33,0.89,1.77,2.19,0.33
7816,0.19,0.32,2.51,1.16,0.4,0.84,1.66,2.51,0.46
7821,0.24,0.47,2.58,1.59,0.51,0.74,1.95,2.58,0.58
7827,0.24,0.56,2.61,2.14,0.6,0.64,2.31,2.61,0.6
7832,0.21,0.46,2.43,1.81,0.49,0.76,2.15,2.43,0.55
7838,0.48,0.69,2.15,1.47,0.21,0.96,1.43,2.15,0.67
7843,0.45,0.61,2.62,1.29,0.41,0.83,1.38,2.62,0.65
7848,0.42,0.65,2.92,1.46,0.72,0.48,1.53,2.92,0.68
7854,0.65,1.03,3.03,2.06,0.85,0.28,1.57,3.03,0.78
7859,0.6,1.11,3.05,2.61,0.89,0.21,1.86,3.05,0.79
7865,0.61,1.14,3.05,2.66,0.89,0.21,1.86,3.05,0.8
7870,0.59,1.25,3.09,3.29,0.94,0.11,2.13,3.09,0.81
7875,0.74,1.5,3.04,3.61,0.9,0.2,2.02,3.04,0.84
7881,0.63,1.33,2.99,3.41,0.85,0.28,2.11,2.99,0.82
7886,0.91,1.95,3.08,4.79,0.94,0.12,2.14,3.08,0.87
7891,0.82,1.71,3.13,4.17,0.99,0.03,2.09,3.13,0.86
7897,1.04,2.34,-3.05,5.93,1.09,-0.2,2.26,-3.05,0.89
7902,0.77,1.89,-3.07,5.39,1.07,-0.14,2.45,-3.07,0.86
7908,0.8,2.03,-3.12,5.94,1.02,-0.04,2.54,-3.12,0.87
7913,0.68,1.93,-3.13,6.39,1.01,-0.02,2.84,-3.13,0.86
7918,1.01,2.67,3.08,7.84,0.95,0.1,2.63,3.08,0.9
7924,1.05,2.74,3.06,7.95,0.93,0.13,2.61,3.06,0.9
7929,0.81,2.1,3.07,6.32,0.94,0.11,2.61,3.07,0.87
7934,1.04,2.6,3.05,7.23,0.92,0.15,2.49,3.05,0.9
7940,1.25,3.17,3.11,8.83,0.98,0.05,2.54,3.11,0.91
7945,1.17,2.86,3.02,7.64,0.9,0.19,2.43,3.02,0.91
7951,1.01,2.63,3.1,7.61,0.96,0.07,2.6,3.1,0.9
7956,0.99,2.42,-3.12,6.65,1.02,-0.03,2.44,-3.12,0.89
7961,0.84,2.16,-3.08,6.38,1.06,-0.12,2.58,-3.08,0.87
7967,0.94,2.45,-3.13,7.19,1.01,-0.02,2.61,-3.13,0.89
7972,0.7,1.89,-3.02,6.0,1.1,-0.22,2.72,-3.02,0.86
7978,0.81,2.33,-3.09,7.64,1.04,-0.08,2.88,-3.09,0.88
7983,0.81,2.37,-3.02,7.86,1.09,-0.19,2.92,-3.02,0.88
7988,0.69,1.99,-3.11,6.62,1.03,-0.05,2.88,-3.11,0.86
7994,0.55,1.65,3.09,5.92,0.96,0.07,2.98,3.09,0.83
7999,0.47,1.4,3.02,5.21,0.92,0.16,3.01,3.02,0.81
8004,0.41,1.23,3.06,4.74,0.94,0.11,3.0,3.06,0.78
8010,0.43,1.35,2.96,5.32,0.89,0.21,3.15,2.96,0.8
8015,0.39,1.2,3.06,4.75,0.95,0.1,3.05,3.06,0.77
8021,0.42,1.24,3.13,4.69,0.99,0.02,2.96,3.13,0.78
8026,0.35,1.01,3.1,3.91,0.97,0.05,2.87,3.1,0.74
8031,0.33,0.83,-3.12,2.83,1.02,-0.04,2.47,-3.12,0.72
8037,0.25,0.67,-3.0,2.76,1.12,-0.26,2.66,-3.0,0.64
8042,0.24,0.58,-2.93,2.21,1.2,-0.43,2.39,-2.93,0.63
8048,0.18,0.41,-3.01,1.92,1.12,-0.25,2.32,-3.01,0.5
8053,0.15,0.33,-2.85,1.64,1.3,-0.7,2.16,-2.85,0.43
8058,0.19,0.41,-2.97,1.52,1.17,-0.37,2.12,-2.97,0.57
8064,0.13,0.23,-3.03,1.36,1.13,-0.27,1.86,-3.03,0.32
8069,0.15,0.32,-2.85,1.63,1.3,-0.7,2.17,-2.85,0.43
8074,0.12,0.22,-2.83,1.42,1.38,-0.9,1.88,-2.83,0.29
8080,0.1,0.14,-2.96,0.98,1.24,-0.54,1.33,-2.96,0.19
8085,0.1,0.13,-2.99,0.88,1.21,-0.46,1.28,-2.99,0.19
8091,0.1,0.14,-2.18,0.82,3.91,-14.28,1.32,-2.18,0.22
8096,0.11,0.12,-2.24,0.56,4.0,-14.99,1.08,-2.24,0.24
8101,0.08,0.05,-1.82,0.38,3.32,-10.01,0.55,-1.82,0.06
8107,0.1,0.06,-1.77,0.3,4.87,-22.68,0.66,-1.77,0.14
8112,0.13,0.07,-1.94,0.21,3.08,-8.5,0.54,-1.94,0.17
8118,0.15,0.06,-2.84,0.2,1.29,-0.67,0.43,-2.84,0.14
8123,0.17,0.08,-3.07,0.19,1.06,-0.13,0.44,-3.07,0.18
8128,0.18,0.11,2.58,0.24,0.55,0.69,0.6,2.58,0.27
8134,0.21,0.13,2.88,0.24,0.76,0.43,0.62,2.88,0.33
8139,0.24,0.2,2.7,0.37,0.59,0.65,0.82,2.7,0.44
8144,0.22,0.24,2.53,0.52,0.46,0.79,1.08,2.53,0.5
8150,0.34,0.39,2.65,0.7,0.55,0.7,1.13,2.65,0.63
8155,0.35,0.41,2.44,0.73,0.41,0.83,1.17,2.44,0.65
8161,0.39,0.52,2.6,0.99,0.53,0.72,1.32,2.6,0.69
8166,0.43,0.55,2.62,1.0,0.55,0.7,1.28,2.62,0.71
8171,0.41,0.53,2.7,0.96,0.61,0.63,1.28,2.7,0.7
8177,0.47,0.69,2.66,1.36,0.6,0.64,1.46,2.66,0.75
8182,0.46,0.66,2.71,1.29,0.64,0.6,1.44,2.71,0.74
8188,0.52,0.77,2.7,1.5,0.63,0.6,1.5,2.7,0.77
8193,0.77,1.29,2.66,2.53,0.62,0.61,1.67,2.66,0.85
8198,0.65,1.11,2.81,2.29,0.73,0.46,1.7,2.81,0.82
8204,0.86,1.43,2.73,2.73,0.67,0.55,1.66,2.73,0.87
8209,0.57,0.99,2.85,2.15,0.76,0.42,1.74,2.85,0.8
8214,0.78,1.41,2.85,2.99,0.77,0.4,1.81,2.85,0.85
8220,0.91,1.76,2.85,3.84,0.78,0.39,1.92,2.85,0.88
8225,1.06,2.1,2.89,4.65,0.81,0.34,1.98,2.89,0.89
8231,0.86,1.75,2.88,4.06,0.8,0.35,2.03,2.88,0.88
8236,0.89,1.82,2.9,4.27,0.82,0.33,2.06,2.9,0.88
8241,0.72,1.47,2.93,3.56,0.84,0.29,2.06,2.93,0.85
8247,0.89,1.86,2.93,4.45,0.84,0.29,2.1,2.93,0.88
8252,1.19,2.44,2.95,5.49,0.86,0.27,2.05,2.95,0.91
8257,0.89,1.86,2.96,4.47,0.87,0.25,2.1,2.96,0.88
8263,1.51,3.3,3.01,7.8,0.91,0.17,2.19,3.01,0.93
8268,1.04,2.29,2.97,5.63,0.88,0.22,2.21,2.97,0.9
8274,1.24,2.83,3.08,7.04,0.95,0.09,2.28,3.08,0.92
8279,0.7,1.54,3.06,3.96,0.94,0.11,2.19,3.06,0.85
8284,0.91,2.07,3.13,5.35,0.99,0.02,2.29,3.13,0.89
8290,0.78,1.73,-3.12,4.44,1.02,-0.04,2.23,-3.12,0.87
8295,0.59,1.24,-3.07,3.2,1.05,-0.11,2.11,-3.07,0.82
8301,0.62,1.37,-2.98,3.65,1.12,-0.26,2.23,-2.98,0.84
8306,0.48,1.14,-3.01,3.4,1.09,-0.19,2.38,-3.01,0.8
8311,0.53,1.24,-2.86,3.57,1.21,-0.47,2.35,-2.86,0.82
8317,0.26,0.61,-2.84,2.15,1.24,-0.53,2.33,-2.84,0.66
8322,0.31,0.75,-2.65,2.54,1.39,-0.94,2.43,-2.65,0.71
8327,0.2,0.56,-2.77,2.66,1.25,-0.56,2.74,-2.77,0.58
8333,0.24,0.55,-2.95,2.11,1.14,-0.3,2.27,-2.95,0.59
8338,0.23,0.55,-2.58,2.18,1.45,-1.09,2.41,-2.58,0.61
8344,0.29,0.74,-2.27,2.69,1.71,-1.92,2.57,-2.27,0.7
8349,0.21,0.61,-2.09,2.73,1.76,-2.11,2.91,-2.09,0.65
8354,0.19,0.55,-2.06,2.63,1.79,-2.21,2.88,-2.06,0.6
8360,0.18,0.53,-2.11,2.71,1.73,-1.98,2.96,-2.11,0.58
8365,0.17,0.49,-1.77,2.33,2.01,-3.03,2.81,-1.77,0.59
